lsoa_cd,lsoa_name,la_name,imd_score,imd_decile,elderly_pct,nocar_pct,nonwhite_pct,unemployment_pct,stop_count,stops_per_1k,ruc_class,cluster,archetype,desert_score,n_deprived
E01017035,Portsmouth 018A,Portsmouth,77.562,1,14.416475972540047,63.42412451361867,31.605922551252853,7.478122513922036,2,1.1409013120365088,UN1,3,Deprived Car-Free Urban,0.5586324593823371,8
E01006562,Liverpool 018E,Liverpool,69.625,1,13.553607552258933,65.75539568345323,21.22641509433962,6.0449050086355784,2,1.3477088948787064,UN1,3,Deprived Car-Free Urban,0.5584517187235478,8
E01008380,Newcastle upon Tyne 008G,Newcastle upon Tyne,68.223,1,8.0,58.82352941176471,39.51527924130664,6.024096385542169,2,1.0520778537611783,UN1,3,Deprived Car-Free Urban,0.5584243190693481,8
E01028851,Shropshire 029F,Shropshire,13.705,7,35.24904214559387,10.21377672209026,0.5476451259583737,1.257861635220126,0,0.0,RLN1,2,Elderly Rural,0.5581781630285659,5
E01028859,Shropshire 034E,Shropshire,24.243,4,31.75438596491228,4.918032786885246,2.397660818713454,2.0066889632107023,0,0.0,RSN1,2,Elderly Rural,0.5580545332741222,5
E01026776,North Norfolk 013C,North Norfolk,21.189,5,33.63279056709714,20.020746887966805,2.3542600896861,2.239283429302623,0,0.0,RLF1,0,Affluent Urban,0.5580381818622027,4
E01026888,South Norfolk 015A,South Norfolk,24.575,4,33.67655966081163,26.62420382165605,5.09090909090909,2.60196905766526,0,0.0,UF1,0,Affluent Urban,0.5580293180853709,3
E01012889,Kingston upon Hull 030B,"Kingston upon Hull, City of",65.709,1,13.214505224339273,59.44517833553501,13.70620774431469,5.365474339035769,17,10.448678549477565,UN1,3,Deprived Car-Free Urban,0.5580210942182429,6
E01021953,Rochford 004C,Rochford,46.124,1,12.08955223880597,28.22429906542056,3.9581777445855115,5.788423153692615,0,0.0,UN1,3,Deprived Car-Free Urban,0.5580154829979828,6
E01018084,Fenland 005D,Fenland,20.163,5,27.962320277640057,13.867822318526542,3.712871287128716,2.09668025626092,0,0.0,UF1,0,Affluent Urban,0.5578294186481495,4
E01026730,North Norfolk 008B,North Norfolk,24.17,4,28.397486252945797,10.986159169550174,1.571091908876665,1.5471167369901548,0,0.0,RSF1,2,Elderly Rural,0.5576210065594014,5
E01028826,Shropshire 027A,Shropshire,16.048,6,28.92837312604109,16.34980988593156,10.511679644048943,1.8447837150127224,0,0.0,RLN1,0,Affluent Urban,0.5575869257514029,4
E01011375,Leeds 086D,Leeds,65.793,1,4.224675948151704,53.97973950795948,76.79769894534996,8.248816768086545,0,0.0,UN1,1,Deprived Young Diverse Car-Free Urban,0.5574683354678351,8
E01032428,Wyre Forest 011B,Wyre Forest,23.495,4,33.26860841423948,20.25462962962963,3.813833225597929,2.9681978798586575,4,2.5839793281653747,RLF1,2,Elderly Rural,0.5574292963654,4
E01014358,Stoke-on-Trent 002B,Stoke-on-Trent,56.395,1,15.912518853695323,32.53234750462107,10.585585585585589,3.4965034965034967,4,3.0097817908201656,UN1,3,Deprived Car-Free Urban,0.5573769923018765,4
E01026597,Great Yarmouth 005C,Great Yarmouth,78.831,1,11.729323308270677,57.04365079365079,13.032581453634084,7.007575757575757,0,0.0,UF1,3,Deprived Car-Free Urban,0.5569435713255348,7
E01012682,Blackpool 008D,Blackpool,86.439,1,15.935178933153274,62.735257214554586,5.280974949221395,7.818930041152264,5,3.373819163292848,UN1,3,Deprived Car-Free Urban,0.5568175142408606,6
E01005643,Salford 029E,Salford,19.286,5,31.559766763848394,21.954887218045112,2.9175784099197632,3.25,2,1.4609203798392987,UN1,0,Affluent Urban,0.5567754205525666,2
E01019144,Barrow-in-Furness 001A,Westmorland and Furness,19.183,5,28.530259365994237,13.531353135313532,0.8633093525179825,2.3430962343096233,0,0.0,RSF1,2,Elderly Rural,0.5567274093307396,5
E01019356,South Lakeland 007A,Westmorland and Furness,19.178,5,32.568149210903876,7.8431372549019605,1.6487455197132572,0.7923930269413629,0,0.0,RSF1,2,Elderly Rural,0.5563187326988324,5
E01029016,Shropshire 037D,Shropshire,20.894,5,33.991825613079016,4.180064308681672,2.5187202178352575,1.1146496815286624,0,0.0,RSF1,2,Elderly Rural,0.5561166671765937,5
E01020235,Teignbridge 006D,Teignbridge,21.181,5,36.860465116279066,26.650943396226417,3.428239395700172,2.7131782945736433,7,4.067402672864613,UN1,0,Affluent Urban,0.5559894193804082,3
E01019350,South Lakeland 008C,Westmorland and Furness,16.37,6,34.411384217335055,7.808219178082192,1.1620400258231078,1.023391812865497,0,0.0,RSF1,2,Elderly Rural,0.5559007894027959,5
E01012283,Stockton-on-Tees 020B,Stockton-on-Tees,51.761,1,15.871710526315788,39.661654135338345,4.67596390484003,6.210526315789474,2,1.6406890894175554,UN1,3,Deprived Car-Free Urban,0.5557995207025284,6
E01019305,Eden 001A,Westmorland and Furness,22.993,4,25.542406311637084,13.465553235908143,1.2339585389930852,2.6674233825198637,0,0.0,RSF1,2,Elderly Rural,0.5555537239669304,5
E01006728,Liverpool 035E,Liverpool,65.747,1,9.828788839568801,63.013698630136986,31.008243500317057,7.398568019093078,0,0.0,UN1,3,Deprived Car-Free Urban,0.5554191172061897,8
E01019376,South Lakeland 001C,Westmorland and Furness,19.167,5,25.986078886310903,16.044776119402986,2.7089783281733726,1.4084507042253522,0,0.0,RSF1,2,Elderly Rural,0.5545475658356529,5
E01026444,Breckland 012B,Breckland,26.686,3,28.720874940561103,5.021834061135371,1.665873393622086,2.6607538802660753,0,0.0,RSF1,2,Elderly Rural,0.5542143165591674,6
E01026872,South Norfolk 013A,South Norfolk,20.394,5,30.702136938508506,8.190476190476192,1.6136066288704787,2.096114519427403,0,0.0,RSF1,2,Elderly Rural,0.5539813320775377,5
E01028871,Shropshire 009C,Shropshire,24.686,4,25.524222704266087,11.132437619961612,1.3015184381778733,0.7792207792207793,0,0.0,RSN1,2,Elderly Rural,0.5538751697808324,5
E01026694,King's Lynn and West Norfolk 012D,King's Lynn and West Norfolk,23.192,4,28.094153378891416,9.037162162162163,2.542694497153697,2.9783393501805056,0,0.0,RSF1,2,Elderly Rural,0.5538589589058345,5
E01009379,Birmingham 071E,Birmingham,68.675,1,12.611665790856541,54.78645066273933,88.0927291886196,6.713286713286713,0,0.0,UN1,1,Deprived Young Diverse Car-Free Urban,0.5537750305834326,9
E01002736,Islington 005C,Islington,47.457,1,15.707515233581585,66.31944444444444,62.07598371777476,9.535864978902953,0,0.0,UN1,1,Deprived Young Diverse Car-Free Urban,0.5536561181186423,8
E01026461,Breckland 001C,Breckland,14.564,6,33.20872274143302,10.1010101010101,1.741293532338306,1.094890510948905,0,0.0,RSF1,2,Elderly Rural,0.5535191632283908,4
E01009377,Birmingham 083C,Birmingham,72.26,1,9.530292716133424,50.23041474654379,88.47989093387866,7.789678675754626,0,0.0,UN1,1,Deprived Young Diverse Car-Free Urban,0.5535001693983774,9
E01019107,Allerdale 002B,Cumberland,20.681,5,30.09771986970684,8.44062947067239,0.6485084306095956,1.430722891566265,0,0.0,RSN1,2,Elderly Rural,0.5533051170746882,5
E01019154,Barrow-in-Furness 003C,Westmorland and Furness,6.624,9,38.58144972720187,13.344051446945338,5.5038759689922445,1.0471204188481675,0,0.0,UF1,0,Affluent Urban,0.5531775522699915,3
E01026224,North Kesteven 007D,North Kesteven,27.915,3,22.858701582105837,18.560606060606062,2.896174863387979,3.2016348773841963,2,1.0922992900054613,RLN1,0,Affluent Urban,0.5531663378037973,6
E01026697,King's Lynn and West Norfolk 015B,King's Lynn and West Norfolk,26.077,4,26.1094674556213,8.532423208191126,2.4426350851221357,1.8421052631578945,0,0.0,RSF1,2,Elderly Rural,0.5528004284190965,5
E01026629,Great Yarmouth 001F,Great Yarmouth,22.871,4,26.57295850066934,10.526315789473683,2.0777479892761352,3.0903328050713155,0,0.0,RLF1,2,Elderly Rural,0.5518628305380368,5
E01026767,North Norfolk 012B,North Norfolk,17.507,5,31.862745098039213,8.378870673952642,1.225490196078427,2.3719165085388996,0,0.0,RSN1,2,Elderly Rural,0.5518099172531915,5
E01019386,South Lakeland 007C,Westmorland and Furness,18.012,5,31.75715119673088,7.960199004975125,1.6383850204798156,0.9765625,0,0.0,RSF1,2,Elderly Rural,0.5516238996793744,5
E01006695,Liverpool 028C,Liverpool,73.213,1,9.201773835920177,65.31483457844183,33.684794672586015,7.933333333333334,2,1.1098779134295227,UN1,3,Deprived Car-Free Urban,0.5514818450622758,8
E01026645,King's Lynn and West Norfolk 002A,King's Lynn and West Norfolk,25.179,4,44.316163410301954,9.813874788494077,1.3239187996469504,1.262135922330097,0,0.0,RSF1,2,Elderly Rural,0.5509618516565611,5
E01027685,Harrogate 001C,North Yorkshire,14.128,7,36.24100719424461,17.017543859649123,1.618705035971224,1.7435897435897436,2,1.7985611510791368,RLF1,2,Elderly Rural,0.5508940843139898,5
E01026880,South Norfolk 008B,South Norfolk,12.07,7,35.664819944598335,7.933884297520661,1.9430950728660634,2.6252983293556085,0,0.0,RSN1,2,Elderly Rural,0.5508680040205983,4
E01032194,Malvern Hills 004A,Malvern Hills,30.851,3,27.017114914425427,26.912568306010932,2.6960784313725505,3.1818181818181817,2,1.226241569589209,UN1,3,Deprived Car-Free Urban,0.5506610392288486,6
E01009510,Birmingham 056E,Birmingham,62.79,1,17.885714285714286,46.131386861313864,49.57216200798631,4.640371229698376,0,0.0,UN1,3,Deprived Car-Free Urban,0.5505357037906359,8
E01006563,Liverpool 024B,Liverpool,75.635,1,20.304271503803395,68.97727272727273,21.541155866900176,6.093189964157706,7,4.086398131932283,UN1,3,Deprived Car-Free Urban,0.5503815356029615,6
E01027427,Northumberland 025C,Northumberland,47.37,1,19.44595328625747,39.06581740976646,2.4443237370994075,6.058588548601864,12,6.521739130434782,UN1,3,Deprived Car-Free Urban,0.5501807070458751,5
E01026501,Broadland 001C,Broadland,17.682,5,29.562500000000004,10.56338028169014,3.0605871330418477,2.6548672566371683,0,0.0,RSN1,2,Elderly Rural,0.5500451136742266,4
E01006645,Liverpool 017E,Liverpool,60.232,1,17.557755775577558,48.69186046511628,9.199205823957646,6.11541774332472,0,0.0,UN1,3,Deprived Car-Free Urban,0.5494965908169098,6
E01035318,Thanet 014E,Thanet,28.918,3,21.55963302752294,10.518518518518519,6.41781270464964,3.304484657749803,0,0.0,UF1,0,Affluent Urban,0.5493878931509072,5
E01026727,King's Lynn and West Norfolk 018B,King's Lynn and West Norfolk,20.733,5,30.050019238168524,6.695652173913043,1.6147635524798143,1.7583408476104598,0,0.0,RSF1,2,Elderly Rural,0.5493636591018695,5
E01033527,Shropshire 038I,Shropshire,13.272,7,54.78468899521531,22.15827338129496,1.195219123505975,1.0212765957446808,0,0.0,UF1,0,Affluent Urban,0.5492419376129343,3
E01021988,Tendring 018A,Tendring,94.223,1,30.120481927710845,46.32911392405064,4.716507777220269,7.537399309551208,12,6.0271220492214965,UN1,3,Deprived Car-Free Urban,0.5491948248175798,9
E01012673,Blackpool 010A,Blackpool,91.186,1,12.134831460674157,67.36,15.453863465866469,6.97211155378486,5,3.750937734433608,UN1,3,Deprived Car-Free Urban,0.549128216193181,6
E01022941,Havant 017D,Havant,14.637,6,39.01933701657458,9.090909090909092,3.6551724137931063,2.6495079485238455,2,1.3774104683195594,UN1,0,Affluent Urban,0.5489118417978432,4
E01026701,King's Lynn and West Norfolk 003D,King's Lynn and West Norfolk,13.635,7,47.04477611940299,11.031175059952037,1.673640167364021,0.9966777408637874,0,0.0,RLF1,2,Elderly Rural,0.5486862503171249,4
E01026921,South Norfolk 005C,South Norfolk,7.681,9,34.19811320754717,13.001605136436597,1.6457680250783646,2.0609318996415773,0,0.0,UN1,0,Affluent Urban,0.5483993300144565,3
E01030187,East Suffolk 019C,East Suffolk,23.233,4,25.94897324206596,17.63888888888889,4.2157470551766885,3.3232628398791544,2,1.243008079552517,RLF1,0,Affluent Urban,0.5483721564595305,3
E01035619,Newcastle upon Tyne 038C,Newcastle upon Tyne,71.988,1,7.77233782129743,67.54530477759472,47.30061349693252,5.921052631578947,2,1.2254901960784315,UN1,1,Deprived Young Diverse Car-Free Urban,0.5482667168287862,8
E01026935,South Norfolk 014F,South Norfolk,14.925,6,32.962138084632514,7.718696397941681,1.7037037037037073,2.218430034129693,0,0.0,RSF1,2,Elderly Rural,0.5482004233314753,5
E01026684,King's Lynn and West Norfolk 013A,King's Lynn and West Norfolk,29.381,3,25.819958129797627,3.6363636363636362,2.1693491952414323,1.834862385321101,0,0.0,RSF1,2,Elderly Rural,0.5479811271455632,5
E01026766,North Norfolk 005B,North Norfolk,20.277,5,28.68678283042924,8.190476190476192,1.6553480475381965,2.334823646299056,0,0.0,RSF1,2,Elderly Rural,0.5475757242671824,5
E01012159,Redcar and Cleveland 007B,Redcar and Cleveland,42.501,2,29.61876832844575,38.11274509803921,2.496328928046987,3.3011272141706924,0,0.0,RLN1,3,Deprived Car-Free Urban,0.5473219049417943,7
E01026538,Broadland 018C,Broadland,23.86,4,25.12437810945274,9.517045454545455,2.1157436216552528,3.125,0,0.0,RSF1,2,Elderly Rural,0.5472810822533154,5
E01026726,King's Lynn and West Norfolk 015D,King's Lynn and West Norfolk,24.42,4,26.1090573012939,7.559395248380129,1.9907407407407374,2.4324324324324325,0,0.0,RSF1,2,Elderly Rural,0.5470975980023388,5
E01019313,Eden 005C,Westmorland and Furness,15.836,6,32.59312320916906,6.779661016949152,1.2912482065997155,0.9803921568627451,0,0.0,RSF1,2,Elderly Rural,0.5469080767484977,5
E01019310,Eden 006C,Westmorland and Furness,18.219,5,32.64604810996563,4.44104134762634,0.5483207676490798,1.5735641227380015,0,0.0,RSF1,2,Elderly Rural,0.5469016146302141,5
E01026943,South Norfolk 010C,South Norfolk,21.349,5,29.150066401062418,6.22154779969651,1.5231788079470232,1.8615040953090096,0,0.0,RSF1,2,Elderly Rural,0.54686284014243,5
E01032198,Malvern Hills 011A,Malvern Hills,20.479,5,30.29180176007411,5.427251732101617,2.0398701900788185,1.664876476906552,0,0.0,RSN1,2,Elderly Rural,0.5467227625798439,5
E01013376,York 002D,York,4.137,10,37.083333333333336,11.661341853035143,1.0445682451253435,0.9868421052631579,0,0.0,UN1,0,Affluent Urban,0.5466774726638437,3
E01002855,Kensington and Chelsea 001D,Kensington and Chelsea,42.657,2,15.819209039548024,68.37016574585635,60.10069225928256,6.798245614035088,0,0.0,UN1,1,Deprived Young Diverse Car-Free Urban,0.5466106089938559,9
E01017040,Portsmouth 028B,Portsmouth,77.736,1,11.505016722408026,59.55766192733017,27.333333333333332,7.726864330637915,3,2.004008016032064,UN1,3,Deprived Car-Free Urban,0.546494552528427,8
E01018091,Fenland 004E,Fenland,31.224,3,19.235836627140976,10.185185185185185,3.289473684210531,2.7091633466135456,0,0.0,RSN1,2,Elderly Rural,0.5464459471142342,4
E01028261,Mansfield 012C,Mansfield,51.362,1,13.736263736263737,26.576576576576578,5.728214503351614,3.930817610062893,7,4.2656916514320535,UN1,3,Deprived Car-Free Urban,0.5464392308015104,3
E01019346,South Lakeland 003A,Westmorland and Furness,14.871,6,30.57630736392743,10.0,2.2411953041622246,1.1757425742574257,0,0.0,RSF1,2,Elderly Rural,0.5459039084942218,5
E01019164,Barrow-in-Furness 004C,Westmorland and Furness,58.706,1,10.3086014445174,40.87237479806139,3.0860144451740013,5.229936880072137,0,0.0,UF1,3,Deprived Car-Free Urban,0.5459003231797739,7
E01026679,King's Lynn and West Norfolk 018A,King's Lynn and West Norfolk,23.128,4,26.07802874743326,8.193668528864059,2.3418241577649934,2.087378640776699,0,0.0,RSF1,2,Elderly Rural,0.5456754495378996,5
E01028847,Shropshire 034D,Shropshire,23.732,4,26.779661016949152,6.6115702479338845,2.43243243243243,2.2906793048973144,0,0.0,RSN1,2,Elderly Rural,0.5455615378903552,5
E01026728,King's Lynn and West Norfolk 018C,King's Lynn and West Norfolk,23.544,4,26.513080827801637,7.117117117117116,2.8135990621336426,2.361111111111111,0,0.0,RSF1,2,Elderly Rural,0.5454791096199278,5
E01013286,North Lincolnshire 005A,North Lincolnshire,29.319,3,32.562277580071175,28.403361344537814,4.170363797692989,3.077725612936881,12,5.335704757670075,UN1,0,Affluent Urban,0.5454375404297563,5
E01009354,Birmingham 036F,Birmingham,66.441,1,15.04823151125402,50.09823182711198,88.34080717488789,7.711442786069651,0,0.0,UN1,1,Deprived Young Diverse Car-Free Urban,0.545019217498505,9
E01026901,South Norfolk 013C,South Norfolk,11.718,7,31.406844106463875,11.40495867768595,0.6097560975609762,1.7574692442882252,0,0.0,RLF1,0,Affluent Urban,0.5448819298811903,4
E01020484,Dorset 042G,Dorset,21.056,5,28.732394366197184,20.031298904538342,1.900070372976781,3.4454470877768664,3,2.109704641350211,RLF1,0,Affluent Urban,0.5448586552170056,3
E01016900,Brighton and Hove 008A,Brighton and Hove,59.173,1,11.916461916461916,52.086137281292054,22.378908645003072,6.184798807749627,9,5.518087063151441,UN1,3,Deprived Car-Free Urban,0.5447387824662959,7
E01018689,Cheshire West and Chester 002E,Cheshire West and Chester,14.79,6,33.429394812680115,19.791666666666664,3.5201149425287404,2.823920265780731,3,2.158273381294964,RLN1,0,Affluent Urban,0.544633544520668,3
E01026874,South Norfolk 014B,South Norfolk,22.347,4,26.601941747572816,7.728706624605679,2.3300970873786353,2.1339220014716704,0,0.0,RSF1,2,Elderly Rural,0.5445744417862185,5
E01028928,Shropshire 011E,Shropshire,20.628,5,24.86453943407586,12.086330935251798,2.7644230769230727,2.4034959941733427,0,0.0,RLF1,2,Elderly Rural,0.5444970321222482,4
E01019125,Allerdale 008F,Cumberland,14.759,6,27.361111111111114,13.823529411764707,0.9002770083102463,1.9639934533551555,0,0.0,UF1,0,Affluent Urban,0.5444028126604563,5
E01019226,Carlisle 001A,Cumberland,23.008,4,25.871080139372822,7.959183673469387,1.650738488271064,1.861427094105481,0,0.0,RSN1,2,Elderly Rural,0.544263150637742,5
E01035071,Shropshire 030F,Shropshire,20.844,5,30.08888888888889,4.257528556593977,1.6896398399288581,1.4902363823227132,0,0.0,RSF1,2,Elderly Rural,0.5442604476335036,5
E01028910,Shropshire 003A,Shropshire,17.676,5,28.437724982001438,9.514925373134329,2.7259684361549463,1.4937759336099585,0,0.0,RSF1,2,Elderly Rural,0.5442491433001988,5
E01028970,Shropshire 014C,Shropshire,15.007,6,36.74014696058784,13.486842105263158,2.1376085504342,1.0711553175210407,0,0.0,RSN1,2,Elderly Rural,0.5442426224581653,5
E01026452,Breckland 004B,Breckland,16.875,6,29.305312317571513,9.078590785907858,1.4594279042615343,2.4930747922437675,0,0.0,RSF1,2,Elderly Rural,0.5442196048524165,5
E01026652,King's Lynn and West Norfolk 019E,King's Lynn and West Norfolk,30.27,3,21.58774373259053,6.872852233676976,2.506963788300831,3.3333333333333335,0,0.0,RLF1,2,Elderly Rural,0.5441874069874066,5
E01018058,Fenland 008A,Fenland,13.961,7,31.21107266435986,9.195402298850574,1.1103400416377474,2.371541501976284,0,0.0,UN1,0,Affluent Urban,0.5441069428133326,4
E01009424,Birmingham 004B,Birmingham,14.445,6,19.936908517350158,24.099722991689752,15.676359039190901,2.2556390977443606,0,0.0,UN1,0,Affluent Urban,0.544058778773121,2
E01006790,Liverpool 006C,Liverpool,70.294,1,12.679162072767364,57.91907514450867,11.900826446280988,6.280875088214538,3,1.6528925619834711,UN1,3,Deprived Car-Free Urban,0.5438801923675874,7
E01006467,Knowsley 008B,Knowsley,68.093,1,13.389441469013008,54.54545454545454,5.674846625766872,5.315947843530592,2,1.5325670498084292,UN1,3,Deprived Car-Free Urban,0.5437448274004386,6
E01019081,Allerdale 003A,Cumberland,35.923,2,21.80735930735931,17.753623188405797,0.1621621621621605,2.4390243902439024,0,0.0,RLN1,3,Deprived Car-Free Urban,0.5435800768958934,6
E01026474,Breckland 017A,Breckland,24.407,4,16.352201257861633,19.156626506024097,8.826382153249268,2.853673345476624,0,0.0,UF1,0,Affluent Urban,0.5432247066714082,1
E01019340,Eden 007E,Westmorland and Furness,21.553,4,29.433406916850625,4.0,1.4695077149155078,2.9335634167385676,0,0.0,RSF1,2,Elderly Rural,0.5431890540093673,5
E01025575,Wyre 005B,Wyre,43.128,2,17.466307277628033,35.93570608495982,2.6939655172413812,3.7914691943127963,8,4.314994606256742,UN1,3,Deprived Car-Free Urban,0.5430073460768522,4
E01019083,Allerdale 002A,Cumberland,19.178,5,29.106945975744214,6.6167290886392,2.206287920573635,1.0158730158730158,0,0.0,RSN1,2,Elderly Rural,0.542999460874751,5
E01010101,Sandwell 020B,Sandwell,44.171,2,19.114785992217897,49.18918918918919,54.1039339485187,8.274647887323944,0,0.0,UN1,1,Deprived Young Diverse Car-Free Urban,0.5428205395092627,8
E01010473,Wolverhampton 015C,Wolverhampton,71.914,1,7.9156908665105385,54.19689119170984,55.43580131208997,11.607142857142858,0,0.0,UN1,1,Deprived Young Diverse Car-Free Urban,0.5424516178833731,9
E01034075,Copeland 001E,Cumberland,17.273,6,26.652542372881356,11.453320500481231,1.6532428995337023,2.09858467545144,0,0.0,RSF1,2,Elderly Rural,0.5422778542127129,5
E01033530,Shropshire 030E,Shropshire,23.449,4,27.239199157007377,6.031363088057901,1.3698630136986356,1.9927536231884055,0,0.0,RSN1,2,Elderly Rural,0.5422135961418036,5
E01024999,Fylde 007B,Fylde,13.56,7,26.82758620689655,14.67065868263473,2.4121295658166786,2.1103896103896105,0,0.0,RLN1,0,Affluent Urban,0.5421198077511967,4
E01015841,Southend-on-Sea 014C,Southend-on-Sea,60.521,1,7.668353444920202,41.211101766190076,19.073569482288832,7.082294264339152,5,1.9455252918287937,UN1,3,Deprived Car-Free Urban,0.542033737787658,7
E01035537,Fenland 011G,Fenland,27.367,3,16.399694889397406,15.686274509803921,5.114503816793892,2.3054755043227666,0,0.0,UF1,0,Affluent Urban,0.5418950598630408,4
E01002842,Kensington and Chelsea 021C,Kensington and Chelsea,45.925,1,18.57707509881423,69.23076923076923,62.266009852216754,7.032181168057211,0,0.0,UN1,1,Deprived Young Diverse Car-Free Urban,0.5418504505090354,9
E01019099,Allerdale 005D,Cumberland,31.144,3,21.574344023323615,20.153061224489797,0.5244755244755206,1.7793594306049825,0,0.0,RLF1,0,Affluent Urban,0.5417079759080756,6
E01006694,Liverpool 030B,Liverpool,58.054,1,8.686765457332651,65.20681265206812,37.51274209989807,6.381620931716656,2,1.0204081632653061,UN1,1,Deprived Young Diverse Car-Free Urban,0.5416067226854402,8
E01027580,Craven 006B,North Yorkshire,30.336,3,19.346049046321525,32.454361054766736,3.354487760652769,3.5509736540664374,4,3.6330608537693005,UF1,3,Deprived Car-Free Urban,0.541328097711557,4
E01001812,Hackney 003E,Hackney,49.978,1,8.537946428571429,58.4070796460177,30.156075808249717,5.747126436781609,0,0.0,UN1,1,Deprived Young Diverse Car-Free Urban,0.5412273184173464,9
E01025087,Lancaster 004C,Lancaster,28.161,3,41.91802010827533,30.666666666666664,3.5576179427687538,2.6724137931034484,10,7.745933384972889,UF1,0,Affluent Urban,0.541184883347018,5
E01019229,Carlisle 001D,Cumberland,23.53,4,26.935659760087237,4.583835946924005,1.0331702011962984,1.3613861386138615,0,0.0,RSN1,2,Elderly Rural,0.5410693014042856,5
E01017367,Isle of Wight 005C,Isle of Wight,12.582,7,41.15138592750533,13.743016759776536,1.7628205128205177,1.3157894736842104,4,2.1344717182497335,RLF1,2,Elderly Rural,0.5406672868772581,4
E01018067,Fenland 004B,Fenland,21.176,5,24.85207100591716,9.433962264150944,1.8827326519634258,2.674494455316373,0,0.0,UF1,0,Affluent Urban,0.5405560882471491,4
E01019337,Eden 006G,Westmorland and Furness,19.71,5,25.881470367591895,9.40032414910859,0.5275056518462717,1.7421602787456445,0,0.0,RLF1,2,Elderly Rural,0.5405083337943599,5
E01026436,Breckland 001A,Breckland,19.463,5,27.5820170109356,7.244995233555768,1.4187271990271588,1.6965584100824043,0,0.0,RSN1,2,Elderly Rural,0.5403533097372187,5
E01026759,North Norfolk 016C,North Norfolk,23.607,4,29.922915206727403,15.63517915309446,2.0365168539325795,2.278481012658228,0,0.0,UF1,0,Affluent Urban,0.5402540270620177,5
E01019387,South Lakeland 002A,Westmorland and Furness,11.67,7,29.005901044030868,12.636815920398009,2.4101864483856317,2.3535564853556483,0,0.0,RLF1,2,Elderly Rural,0.5402027158959151,5
